행정 구역,업소명,소재지,전화번호,관리구분,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
부산 기장군,KH에너지(주)직영장안충전소(부산방향)," 부산 기장군 장안읍 장안리 산31-1, 산33-1 ",051-728-5157,자동차충전,"부산 기장군 장안읍 장안리 산31-1, 산33-1 ",1156734,1709927,인근좌표,26710,구주소,부산광역시 기장군 장안읍 동해고속도로 25,부산광역시 기장군 장안읍 장안리 산31-1,46028,2671025300,장안읍,2671025325,장안읍 장안리
부산 기장군,KH에너지(주)직영장안충전소(울산방향),부산 기장군 장안읍 명례리 산78-1,051-728-5157,자동차충전,부산 기장군 장안읍 명례리 산78-1,1158816,1710966,정좌표,2.67103E+18,구주소,부산광역시 기장군 장안읍 동해고속도로 26,부산광역시 기장군 장안읍 명례리 산78-1,46028,2671025300,장안읍,2671025329,장안읍 명례리
부산 기장군,월드컵충전소,부산 기장군 일광면 원리 68-3번지외 4필지,051-727-9990,자동차+13kg용기,부산 기장군 일광면 원리 68-3번지외 4필지,1158058,1702065,정좌표,2.67103E+18,구주소,부산광역시 기장군 일광면 기장대로 1216,부산광역시 기장군 일광면 원리 68-3,46039,2671031000,일광면,2671031030,일광면 원리
부산 기장군,아시아드충전소," 부산 기장군 일광면 화전리 90-7, 90-1번지 ",051-722-8701,자동차충전,"부산 기장군 일광면 화전리 90-7, 90-1번지 ",1157644,1699909,정좌표,2.67103E+18,구주소,부산광역시 기장군 일광면 기장대로 996,부산광역시 기장군 일광면 화전리 90-7,46041,2671031000,일광면,2671031031,일광면 화전리
부산 기장군,이원기장오렌지충전소,부산 기장군 기장읍 만화리 331-1번지,051-722-9489,자동차충전,부산 기장군 기장읍 만화리 331-1번지,1154430,1696756,정좌표,2.67103E+18,구주소,부산광역시 기장군 기장읍 반송로 1415,부산광역시 기장군 기장읍 만화리 331-1,NULL,2671025000,기장읍,2671025030,기장읍 만화리
부산 기장군,개인택시동부산충전소,부산 기장군 철마면 고촌리 508-1번지,051-723-2090,자동차충전,부산 기장군 철마면 고촌리 508-1번지,1151386,1694649,정좌표,2.67103E+18,구주소,부산광역시 기장군 철마면 반송로 1022,부산광역시 기장군 철마면 고촌리 508-1,46051,2671033000,철마면,2671033029,철마면 고촌리
부산 기장군,선암가스충전소,부산 기장군 장안읍 좌동리 270-6번지,051-727-1212,자동차+13kg용기,부산 기장군 장안읍 좌동리 270-6번지,1158269,1704289,정좌표,2.67103E+18,구주소,부산광역시 기장군 장안읍 기장대로 1451,부산광역시 기장군 장안읍 좌동리 270-6,46029,2671025300,장안읍,2671025324,장안읍 좌동리
부산 기장군,한국에너지산업(주),부산 기장군 기장읍 청강리 705-8번지,051-722-5152,용기+자동차+탱크+13kg용기,부산 기장군 기장읍 청강리 705-8번지,1156118,1694682,정좌표,2.67103E+18,구주소,부산광역시 기장군 기장읍 기장대로413번길 38,부산광역시 기장군 기장읍 청강리 705-8,46072,2671025000,기장읍,2671025027,기장읍 청강리
부산 기장군,광신개발(주)직영 정관가스충전소," 부산 기장군 정관읍 예림리 329-4,330,331 ",051-728-6228,자동차+13kg용기,"부산 기장군 정관읍 예림리 329-4,330,331 ",1155525,1704577,정좌표,2.67103E+18,구주소,부산광역시 기장군 정관읍 정관로 907,부산광역시 기장군 정관읍 예림리 329-4,46020,2671025600,정관읍,2671025630,정관읍 예림리
부산 기장군,동양가스산업(주),부산 기장군 기장읍 청강리 12-1번지,051-721-6838,자동차충전,부산 기장군 기장읍 청강리 12-1번지,1156564,1695462,정좌표,2.67103E+18,구주소,부산광역시 기장군 기장읍 기장대로 530,부산광역시 기장군 기장읍 청강리 12-1,46077,2671025000,기장읍,2671025027,기장읍 청강리
부산 기장군,마라톤가스(주)청강충전소," 부산 기장군 기장읍 청강리 538-1,537-5 ",051-724-5672,자동차충전,"부산 기장군 기장읍 청강리 538-1,537-5 ",1155976,1693614,정좌표,2.67103E+18,구주소,부산광역시 기장군 기장읍 기장대로 333,부산광역시 기장군 기장읍 청강리 538-1,46075,2671025000,기장읍,2671025027,기장읍 청강리
부산 기장군,(주)금륜에너지 삼성가스충전소,부산 기장군 일광면 삼성리 512-9,051-722-5170,자동차충전,부산 기장군 일광면 삼성리 512-9,1156836,1697036,정좌표,2.67103E+18,구주소,부산광역시 기장군 일광면 기장대로 693,부산광역시 기장군 일광면 삼성리 512-9,46048,2671031000,일광면,2671031021,일광면 삼성리
부산 기장군,곰내터널충전소,부산 기장군 정관읍 매학리 122-1외 2필지,051-728-2311,자동차충전,부산 기장군 정관읍 매학리 122-1외 2필지,1152345,1703669,정좌표,2.67103E+18,구주소,부산광역시 기장군 정관읍 정관산업로 1143,부산광역시 기장군 정관읍 매학리 122-1,46006,2671025600,정관읍,2671025622,정관읍 매학리
부산 남구,광진기업(주)대연영업소,부산 남구 대연동 1751-5,051-627-3133,자동차충전,부산 남구 대연동 1751-5,1144829,1683320,정좌표,2.62901E+18,구주소,부산광역시 남구 수영로 212,부산광역시 남구 대연동 1751-5,48492,2629051000,대연1동,2629010600,대연동
부산 동구,개인택시 중앙LPG충전소,부산 동구 초량3동 1151-7,051-463-4181,자동차충전,부산 동구 초량3동 1151-7,1140886,1682259,정좌표,2.61705E+18,구주소,부산광역시 동구 중앙대로 334,부산광역시 동구 초량동 1151-7,48729,2617053000,초량3동,2617010100,초량동
부산 동구,문화가스충전소,부산 동구 초량동 1149-3,051-463-5111,자동차충전,부산 동구 초량동 1149-3,1140976,1682358,정좌표,2.61701E+18,구주소,부산광역시 동구 중앙대로 348,부산광역시 동구 초량동 1149-3,48728,2617053000,초량3동,2617010100,초량동
부산 동구,마라톤가스(주)초량충전소,부산 동구 초량3동 1157-10,051-463-5921,자동차충전,부산 동구 초량3동 1157-10,1140763,1682071,정좌표,2.61705E+18,구주소,,부산광역시 동구 초량동 1157-10,48729,2617053000,초량3동,2617010100,초량동
부산 동구,개인택시남부LPG충전소," 부산 동구 좌천동 68-877,68-876번지 ",051-634-6500,자동차충전,"부산 동구 좌천동 68-877,68-876번지 ",1141653,1682836,정좌표,2.61701E+18,구주소,부산광역시 동구 성남로 42,부산광역시 동구 좌천동 68-877,48755,2617064500,좌천동,2617010300,좌천동
부산 동구,한국가스산업(주),부산 동구 범일동 830-120,051-635-3300,용기+자동차+13kg용기,부산 동구 범일동 830-120,1142366,1683894,정좌표,2.61701E+18,구주소,부산광역시 동구 자성로133번길 39,부산광역시 동구 범일동 830-120,48741,2617066000,범일2동,2617010400,범일동
부산 동래구,(주)삼성에너지,부산 동래구 수안동 80-5번지,051-555-3100,용기+자동차+13kg용기,부산 동래구 수안동 80-5번지,1144261,1690351,정좌표,2.62601E+18,구주소,부산광역시 동래구 명륜로 48,부산광역시 동래구 수안동 80-5,47883,2626051000,수민동,2626010600,수안동
부산 북구,한국가스산업(주)구포충전소,부산 북구 구포동 1119-4,051-304-6051,자동차충전,부산 북구 구포동 1119-4,1135697,1690324,정좌표,2.63201E+18,구주소,부산광역시 북구 사상로 613,부산광역시 북구 구포동 1119-4,46504,2632052000,구포2동,2632010500,구포동
부산 북구,비케이에너지(주)동양가스충전소,부산 북구 덕천동 547번지,051-333-0036,용기+자동차+13kg용기,부산 북구 덕천동 547번지,1137056,1692553,정좌표,2.63201E+18,구주소,부산광역시 북구 금곡대로 103,부산광역시 북구 덕천동 547,46543,2632056000,덕천2동,2632010400,덕천동
부산 북구,(주)삼보,부산 북구 만덕동 산19-5,051-336-2000,자동차충전,부산 북구 만덕동 산19-5,1140156,1691965,정좌표,2.63201E+18,구주소,부산광역시 북구 만덕대로 327,부산광역시 북구 만덕동 산19-5,46607,2632057100,만덕1동,2632010300,만덕동
부산 북구,개인택시 금곡역충전소,부산 북구 금곡동 516-1번지,051-365-4665,자동차충전,부산 북구 금곡동 516-1번지,1138130,1698179,정좌표,2.63201E+18,구주소,부산광역시 북구 금곡대로 704,부산광역시 북구 금곡동 516-1,46510,2632053000,금곡동,2632010100,금곡동
부산 사상구,(주)성은에너지제2충전소,부산 사상구 엄궁동 651-3 외 3필지,051-313-4028,자동차충전,부산 사상구 엄궁동 651-3 외 3필지,1133210,1681742,정좌표,2.65301E+18,구주소,,부산광역시 사상구 엄궁동 651-3,NULL,2653068000,엄궁동,2653010800,엄궁동
부산 사상구,대성산업(주)부산대성충전소,부산 사상구 덕포2동 394-4,051-303-4747,용기+자동차+13kg용기,부산 사상구 덕포2동 394-4,1135127,1687637,정좌표,2.65306E+18,구주소,부산광역시 사상구 사상로 339,부산광역시 사상구 덕포동 394-4,46946,2653061000,덕포2동,2653010300,덕포동
부산 사상구,(사)부산광역시 개인택시운송사업조합 사상LPG충전소," 부산 사상구 학장동 629-1,2번지 ",051-327-9446,자동차충전,"부산 사상구 학장동 629-1,2번지 ",1134199,1683190,정좌표,2.65301E+18,구주소,부산광역시 사상구 학장로 21,부산광역시 사상구 학장동 629-1,47026,2653067000,학장동,2653010700,학장동
부산 사상구,MS에너지(주)학장충전소,부산 사상구 학장동 264-5,051-315-7174,자동차충전,부산 사상구 학장동 264-5,1135291,1684064,정좌표,2.65301E+18,구주소,부산광역시 사상구 학장로 165,부산광역시 사상구 학장동 264-5,47023,2653067000,학장동,2653010700,학장동
부산 사상구,광신가스(주),부산 사상구 감전동 500-1,051-311-0131,용기+자동차+13kg용기,부산 사상구 감전동 500-1,1133844,1684229,정좌표,2.65301E+18,구주소,부산광역시 사상구 낙동대로 939,부산광역시 사상구 감전동 500-1,47030,2653064500,감전동,2653010500,감전동
부산 사상구,팔성가스충전소,부산 사상구 감전동 163-13,051-314-3555,자동차+13kg용기,부산 사상구 감전동 163-13,1134901,1685014,정좌표,2.65301E+18,구주소,부산광역시 사상구 가야대로 75,부산광역시 사상구 감전동 163-13,46988,2653064500,감전동,2653010500,감전동
부산 사상구,한국가스산업(주)사상영업소,부산 사상구 감전동 158-13,051-326-3131,용기+자동차+13kg용기,부산 사상구 감전동 158-13,1135722,1684880,정좌표,2.65301E+18,구주소,부산광역시 사상구 가야대로 157,부산광역시 사상구 감전동 158-13,46985,2653064500,감전동,2653010500,감전동
부산 사상구,(주)덕양에너지 직영 구덕산충전소,부산 사상구 학장동 194-18번지,051-312-0085,자동차충전,부산 사상구 학장동 194-18번지,1135714,1683848,정좌표,2.65301E+18,구주소,부산광역시 사상구 학감대로 102,부산광역시 사상구 학장동 194-18,47048,2653067000,학장동,2653010700,학장동
부산 사상구,(주)MS가스,부산 사상구 학장동 276-22,051-325-5501,용기+13kg용기,부산 사상구 학장동 276-22,1135738,1684354,정좌표,2.65301E+18,구주소,부산광역시 사상구 가야대로176번길 92,부산광역시 사상구 학장동 276-22,47021,2653067000,학장동,2653010700,학장동
부산 사상구,극동유화(주)주례충전소,부산 사상구 주례동 691-28번지,051-322-4779,자동차+13kg용기,부산 사상구 주례동 691-28번지,1136146,1684905,정좌표,2.65301E+18,구주소,부산광역시 사상구 가야대로 203,부산광역시 사상구 주례동 691-28,47001,2653065000,주례1동,2653010600,주례동
부산 사상구,광신디엔에이(주)서부충전소,부산 사상구 삼락동 361-2,051-305-7948,자동차충전,부산 사상구 삼락동 361-2,1134465,1688599,정좌표,2.65301E+18,구주소,부산광역시 사상구 낙동대로 1384,부산광역시 사상구 삼락동 361-2,46907,2653058000,삼락동,2653010100,삼락동
부산 사상구,극동유화(주)감전충전소,부산 사상구 감전동 507-13번지,051-320-8500,용기+자동차+탱크+13kg용기,부산 사상구 감전동 507-13번지,1134014,1683634,정좌표,2.65301E+18,구주소,부산광역시 사상구 낙동대로 878,부산광역시 사상구 감전동 507-13,47029,2653064500,감전동,2653010500,감전동
부산 사하구,마라톤가스(주),부산 사하구 장림동 100-1외 2번지,051-263-2288,자동차충전,부산 사하구 장림동 100-1외 2번지,1134932,1677603,정좌표,2.63801E+18,구주소,부산광역시 사하구 을숙도대로 682,부산광역시 사하구 장림동 100-1,49462,2638059000,장림2동,2638010500,장림동
부산 사하구,개인택시사하엘피지충전소,부산 사하구 신평동 536-3~5번지,051-204-8630,자동차충전,부산 사하구 신평동 536-3~5번지,1133950,1677793,정좌표,2.63801E+18,구주소,부산광역시 사하구 을숙도대로 581,부산광역시 사하구 신평동 536-3,49439,2638057100,신평1동,2638010400,신평동
부산 사하구,부산엘피지충전소,부산 사하구 장림동 1112번지,051-264-9752,자동차충전,부산 사하구 장림동 1112번지,1133475,1677395,정좌표,2.63801E+18,구주소,부산광역시 사하구 장림로 139,부산광역시 사하구 장림동 1112,49477,2638058000,장림1동,2638010500,장림동
부산 사하구,(주)신성에너지은광가스충전소,부산 사하구 감천동 805-9,051-206-3326,용기+자동차+13kg용기,부산 사하구 감천동 805-9,1136215,1678231,정좌표,2.63801E+18,구주소,부산광역시 사하구 사하로 90,부산광역시 사하구 감천동 805-9,49446,2638062000,감천1동,2638010800,감천동
부산 사하구,광신가스(주)대신충전소,부산 사하구 신평1동 370-53,051-205-8800,자동차충전,부산 사하구 신평1동 370-53,1133811,1678346,인근좌표,26380,구주소,,부산광역시 사하구 신평1동 370-53,NULL,2638057100,신평1동,,
부산 사하구,(주)신광에너지 장림충전소,부산 사하구 장림동 177-10,051-263-7742,자동차충전,부산 사하구 장림동 177-10,1134835,1677473,정좌표,2.63801E+18,구주소,부산광역시 사하구 장림로 278,부산광역시 사하구 장림동 177-10,49458,2638059000,장림2동,2638010500,장림동
부산 사하구,광진기업(주)장림영업소,부산 사하구 장림2동 370-7,051-263-3131,용기+자동차+13kg용기,부산 사하구 장림2동 370-7,1134666,1676527,정좌표,2.63806E+18,구주소,부산광역시 사하구 다대로 309,부산광역시 사하구 장림동 370-7,49511,2638059000,장림2동,2638010500,장림동
